AAPL_Open,AAPL_High,AAPL_Low,AAPL_Close,AAPL_Volume,AAPL_macd,AAPL_macds,AAPL_macdh,AAPL_rsi_14,AAPL_cci_30,AAPL_dx_30,AAPL_close_20_sma,AAPL_close_50_sma,MSFT_Open,MSFT_High,MSFT_Low,MSFT_Close,MSFT_Volume,MSFT_macd,MSFT_macds,MSFT_macdh,MSFT_rsi_14,MSFT_cci_30,MSFT_dx_30,MSFT_close_20_sma,MSFT_close_50_sma,GOOGL_Open,GOOGL_High,GOOGL_Low,GOOGL_Close,GOOGL_Volume,GOOGL_macd,GOOGL_macds,GOOGL_macdh,GOOGL_rsi_14,GOOGL_cci_30,GOOGL_dx_30,GOOGL_close_20_sma,GOOGL_close_50_sma,AMZN_Open,AMZN_High,AMZN_Low,AMZN_Close,AMZN_Volume,AMZN_macd,AMZN_macds,AMZN_macdh,AMZN_rsi_14,AMZN_cci_30,AMZN_dx_30,AMZN_close_20_sma,AMZN_close_50_sma,META_Open,META_High,META_Low,META_Close,META_Volume,META_macd,META_macds,META_macdh,META_rsi_14,META_cci_30,META_dx_30,META_close_20_sma,META_close_50_sma,TSLA_Open,TSLA_High,TSLA_Low,TSLA_Close,TSLA_Volume,TSLA_macd,TSLA_macds,TSLA_macdh,TSLA_rsi_14,TSLA_cci_30,TSLA_dx_30,TSLA_close_20_sma,TSLA_close_50_sma,NVDA_Open,NVDA_High,NVDA_Low,NVDA_Close,NVDA_Volume,NVDA_macd,NVDA_macds,NVDA_macdh,NVDA_rsi_14,NVDA_cci_30,NVDA_dx_30,NVDA_close_20_sma,NVDA_close_50_sma,NFLX_Open,NFLX_High,NFLX_Low,NFLX_Close,NFLX_Volume,NFLX_macd,NFLX_macds,NFLX_macdh,NFLX_rsi_14,NFLX_cci_30,NFLX_dx_30,NFLX_close_20_sma,NFLX_close_50_sma,date
146.33426615185107,151.61105337476013,146.2253637849075,148.96771240234375,84457100,0.0,0.0,0.0,,,,148.96771240234375,148.96771240234375,243.52678799195508,253.87225680008146,241.88293471762614,249.94471740722656,33339700,0.0,0.0,0.0,,,,249.94471740722656,249.94471740722656,89.66133224210813,92.1295353055602,88.99452204264824,90.67648315429688,37335600,0.0,0.0,0.0,,,,90.67648315429688,90.67648315429688,89.97000122070312,94.0199966430664,88.12000274658203,92.43000030517578,72397100,0.0,0.0,0.0,,,,92.43000030517578,92.43000030517578,177.28279432831053,183.0806388855257,174.15474395190714,180.2115936279297,24728000,0.0,0.0,0.0,,,,180.2115936279297,180.2115936279297,167.4600067138672,177.35000610351562,163.91000366210938,174.47999572753906,167790300,0.0,0.0,0.0,,,,174.47999572753906,174.47999572753906,22.739321754933297,23.285017011643532,22.284575389960484,22.953201293945312,421890000,0.0,0.0,0.0,,,,22.953201293945312,22.953201293945312,287.3399963378906,299.239990234375,285.3299865722656,293.510009765625,6292400,0.0,0.0,0.0,,,,293.510009765625,293.510009765625,2023-03-13
149.7696098588517,151.86843881288326,148.60139830336453,151.0665283203125,73695900,0.04708881867236414,0.02616045481798008,0.020928363854384062,100.0,66.66666666666787,100.0,150.01712036132812,150.01712036132812,252.7304240608025,256.98279906760126,251.85435814781437,256.7071838378906,33620300,0.15172200325210383,0.08429000180672434,0.06743200144537949,100.0,66.66666666666696,100.0,253.3259506225586,253.3259506225586,92.11957834566286,93.91101661837747,92.00015418954344,93.52287292480469,36050200,0.06386130895370457,0.03547850497428031,0.028382803979424255,100.0,66.66666666666704,100.0,92.09967803955078,92.09967803955078,93.83000183105469,95.06999969482422,92.70999908447266,94.87999725341797,60912700,0.05496788024902344,0.030537711249457464,0.024430168999565974,100.0,66.66666666666667,100.0,93.65499877929688,93.65499877929688,186.86618169958317,193.58053866113252,185.8500589687405,193.28167724609375,41642600,0.2932390555357074,0.16291058640872633,0.13032846912698107,100.0,66.66666666666667,100.0,186.74663543701172,186.74663543701172,177.30999755859375,183.8000030517578,177.13999938964844,183.25999450683594,143717900,0.19698715209958095,0.10943730672198941,0.08754984537759154,100.0,66.66666666666666,100.0,178.8699951171875,178.8699951171875,23.482909441366974,24.205506193309173,23.44692829407391,24.049592971801758,474910000,0.024598531233959164,0.013665850685532869,0.010932680548426296,100.0,66.66666666666667,100.0,23.501397132873535,23.501397132873535,295.9700012207031,297.45001220703125,290.30999755859375,294.94000244140625,5956700,0.03208316900787622,0.017823982782153455,0.014259186225722767,100.0,66.66666666666667,,294.2250061035156,294.2250061035156,2023-03-14
149.68052309089944,151.71995365613,148.42319852737018,151.46255493164062,77167900,0.07228126301959037,0.04506242539241052,0.027218837627179852,100.0,51.09098545571197,16.535176838418064,150.49893188476562,150.49893188476562,255.90982124296121,262.30805867578727,255.1518569677534,261.2843322753906,46028000,0.335261046128835,0.1871469871846385,0.1481140589441965,100.0,87.4367940079879,100.0,255.97874450683594,255.97874450683594,92.77643896638652,96.46878502000881,92.1991969177425,95.6526870727539,50622100,0.14741739252296782,0.08135509823193911,0.06606229429102871,100.0,86.37030790221577,100.0,93.28401438395183,93.28401438395183,93.22000122070312,96.66999816894531,93.06999969482422,96.19999694824219,70731800,0.11097310138994487,0.06350303507752607,0.047470066312418804,100.0,75.2826327303523,100.0,94.50333150227864,94.50333150227864,192.2157451760238,197.02736692176956,190.11377396039646,196.9974822998047,42123600,0.4888716532190074,0.29650118756048083,0.19237046565852656,100.0,70.91283713955185,100.0,190.16358439127603,190.16358439127603,180.8000030517578,182.33999633789062,176.02999877929688,180.4499969482422,145995600,0.16386287498076513,0.13174286748378272,0.032120007496982406,74.36800974144954,34.342237554045404,69.77533113867996,179.39666239420572,179.39666239420572,23.74776342720997,24.272470590560282,23.346987737691656,24.21450424194336,524486000,0.03645729989606039,0.023006608558699883,0.013450691337360508,100.0,53.049158542929625,79.80482283276457,23.739099502563477,23.739099502563477,292.510009765625,306.30999755859375,292.2799987792969,303.7900085449219,9215300,0.31531848511718863,0.13974795914897112,0.1755705259682175,100.0,100.00000000000058,100.0,297.41334025065106,297.41334025065106,2023-03-15
150.64081493684654,154.89788610113325,150.1260024664939,154.29397583007812,76161100,0.1841952234339601,0.09219413204605198,0.09200109138790813,100.0,133.33333333333417,90.40523787759143,151.44769287109375,151.44769287109375,261.05798023414945,272.23029562382413,259.1582026765928,271.8759460449219,54768800,0.7929279848179931,0.39235735223658785,0.40057063258140524,100.0,112.86726428186782,100.0,259.9530448913574,259.9530448913574,95.74225265197431,100.70851441722463,95.04558646901931,99.8426513671875,65492000,0.33308457629215127,0.16662931166697034,0.16645526462518093,100.0,119.0839977772128,100.0,94.92367362976074,94.92367362976074,95.75,100.98999786376953,95.61000061035156,100.04000091552734,84446900,0.2723675855591665,0.13425660908892187,0.13811097647024465,100.0,122.94545810228199,100.0,95.88749885559082,95.88749885559082,197.50553050864025,204.97698980379184,195.3437901099965,204.150146484375,50447100,0.8241124067905901,0.4752312753755584,0.34888113141503163,100.0,101.22324354425545,100.0,193.66022491455078,193.66022491455078,180.3699951171875,185.80999755859375,178.83999633789062,184.1300048828125,121136800,0.2776467261848552,0.18116829387303493,0.09647843231182027,81.17373016312304,75.00593988886584,79.69756334943582,180.57999801635742,180.57999801635742,24.0136132573458,25.573742429212153,23.880686034435833,25.526769638061523,583253000,0.08833626680922535,0.045137251597495764,0.043199015211729586,100.0,130.34038227852224,91.44304274733443,24.18601703643799,24.18601703643799,304.75,316.6000061035156,301.7099914550781,310.05999755859375,7903700,0.6627873690335946,0.31692933106110643,0.34585803797248815,100.0,116.19263452136863,100.0,300.5750045776367,300.5750045776367,2023-03-16
154.52170325241562,155.17511745555205,152.7396713831552,153.45248413085938,98944600,0.2076449311084616,0.126538134622923,0.08110679648553862,84.67945337039586,97.07012419134632,91.11489488119784,151.84865112304686,151.84865112304686,273.9037231072477,278.8943271274802,271.99409228395444,275.0553894042969,69527400,1.1514415921864725,0.6181677520312941,0.5332738401551783,100.0,114.04941942701846,100.0,262.9735137939453,262.9735137939453,99.78293762449931,102.3506555081078,99.62369530357599,101.13646697998047,61028500,0.47844497889967386,0.25938742305223433,0.21905755584743952,100.0,108.37777339336762,100.0,96.16623229980469,96.16623229980469,99.79000091552734,100.66000366210938,97.45999908447266,98.94999694824219,87300200,0.3109591444840305,0.18682161842825687,0.12413752605577363,85.9453881303576,85.22347747566326,100.0,96.4999984741211,96.4999984741211,199.79679145457104,201.1316886032071,194.68630816673203,194.86563110351562,50141100,0.6194753426667035,0.5181406242841571,0.10133471838254637,68.62793513272821,46.736298941741715,93.75240091057103,193.90130615234375,193.90130615234375,184.52000427246094,186.22000122070312,177.3300018310547,180.1300048828125,133197100,0.1744608008248747,0.17917296633610008,-0.004712165511225386,61.92663558219125,40.25957576705205,56.5609272164363,180.48999938964843,180.48999938964843,25.967525354447133,26.3842928539369,25.65369920620216,25.710668563842773,848547000,0.12198458215534913,0.06799759505235456,0.05398698710299457,100.0,117.17663836157757,93.76015843642182,24.490947341918947,24.490947341918947,310.05999755859375,310.760009765625,300.0,303.5,6918800,0.57660602057814,0.3941772753486581,0.18242874522948194,68.99509542567698,52.572894972354135,82.84533100930125,301.1600036621094,301.1600036621094,2023-03-17
153.52179760346752,156.24434176719376,152.61096953502098,155.82852172851562,73641400,0.3194391100799976,0.17882502405855125,0.14061408602144634,89.54847787941182,99.34820310863735,93.13942604605938,152.511962890625,152.511962890625,272.64368331991255,273.1358554487767,265.6253039559413,267.9680480957031,43466600,1.0422547523440358,0.7331189078971383,0.30913584444689746,74.56510120122671,52.27822305193022,56.980487157742964,263.8059361775716,263.8059361775716,99.6436083783907,101.26584972399411,99.3947979368084,100.73837280273438,32960400,0.5398103789548969,0.33539763531659555,0.20441274363830136,95.59323856352353,75.11569562133968,95.25310104454356,96.92825571695964,96.92825571695964,98.41000366210938,98.4800033569336,95.69999694824219,97.70999908447266,62388900,0.2752898722071251,0.21080143394208833,0.06448843826503675,73.32064190807492,35.46233498867612,56.85699824552065,96.70166524251302,96.70166524251302,197.724714843534,198.60137102179124,192.90313626456796,197.05726623535156,25186300,0.5785322395395269,0.5345101097272164,0.04402212981231057,70.94509629953917,36.1649202153775,78.13975047952948,194.42729949951172,194.42729949951172,178.0800018310547,186.44000244140625,176.35000610351562,183.25,129684400,0.24256560097876445,0.19635589488656638,0.04620970609219807,68.25028900540252,52.976396371735405,44.10412648332282,180.9499994913737,180.9499994913737,25.60072945435553,26.009501993763354,25.11599904163823,25.885570526123047,432747000,0.14739778864055353,0.0895194620801212,0.05787832656043233,100.0,76.41121808226745,63.396476644462616,24.723384539286297,24.723384539286297,299.7900085449219,307.5,296.0,305.1300048828125,5113400,0.5836610295104379,0.4455379078194328,0.13812312169100505,71.37038123918052,28.270914325282206,51.417301222727275,301.82167053222656,301.82167053222656,2023-03-20
155.74930512262205,157.80852485445894,154.9770788401289,157.68972778320312,73938300,0.46994734931507764,0.2525003181440572,0.21744703117102043,91.75811148721766,121.76148340150635,94.89855333065208,153.25164358956474,153.25164358956474,270.57662040493403,270.69473693831935,265.3005182751805,269.49383544921875,34558700,1.0234004312248999,0.8065814174450282,0.21681901377987167,75.98145593582066,44.24514353167427,55.219143537307446,264.61849321637834,264.61849321637834,100.76823312250937,104.59991256706779,100.73837708314564,104.42076873779297,42110300,0.7366853031248439,0.4369528386580361,0.29973246446680785,96.93758870801567,99.7819052926045,96.50354488319431,97.99861471993583,97.99861471993583,98.13999938964844,100.8499984741211,98.0,100.61000061035156,58597300,0.37904800418868945,0.2533801524614376,0.12566785172725187,80.52553556996469,86.92784636846193,66.82571837307209,97.25999886648995,97.25999886648995,202.42673697578743,202.77541116141907,197.1967153956514,201.3907012939453,31827000,0.7386219227526283,0.5861653643962703,0.15245655835635796,74.89370805621418,78.34941325632198,81.70884011249944,195.4220711844308,195.4220711844308,188.27999877929688,198.0,188.0399932861328,197.5800018310547,153391400,0.9312369956019211,0.38233469663382375,0.5489022989680974,82.56976383667431,215.42844467533052,71.63959202354843,183.32571411132812,183.32571411132812,26.16541585752353,26.37729764905775,25.366861180788394,26.184404373168945,547408000,0.17469432677599528,0.11107494807602396,0.06361937869997132,100.0,80.4215526553633,67.05017541837407,24.93210165841239,24.93210165841239,306.32000732421875,307.9200134277344,300.42999267578125,305.7900085449219,4886300,0.608031395488922,0.48666067461679224,0.1213707208721298,72.29587199322671,47.82671994894865,52.307747164865134,302.3885759626116,302.3885759626116,2023-03-21
157.70955140928402,160.5211932163919,156.23442213481738,156.2542266845703,75701800,0.4950394578843884,0.31078703437319255,0.18425242351119586,78.05188578921415,116.44767963712899,96.50588723233996,153.62696647644043,153.62696647644043,269.1197379308607,276.6401431462095,267.9188366282979,268.0271301269531,34873300,0.924546886774749,0.8349307380661025,0.08961614870864654,71.84010058655383,58.676669582289286,63.066550943769286,265.0445728302002,265.0445728302002,103.773854818731,106.08281539474726,102.8383327290355,102.87814331054688,43427400,0.7834840929659777,0.5202308155899161,0.2632532773760615,85.21025200982818,94.46801981993976,96.88151699253432,98.6085557937622,98.6085557937622,100.44999694824219,102.0999984741211,98.61000061035156,98.69999694824219,57475400,0.35168702024307663,0.2770051414504239,0.07468187879265276,67.58072492207552,75.92745819923444,70.53979323939666,97.43999862670898,97.43999862670898,201.72940269640927,206.5808654427039,198.91017020747887,199.0496368408203,28477800,0.7227503337579719,0.6189893010148054,0.1037610327431665,69.40603779680758,81.71389134261274,84.14955448221716,195.8755168914795,195.8755168914795,199.3000030517578,200.66000366210938,190.9499969482422,191.14999389648438,150376400,1.0722293075444327,0.5481293451066768,0.5240999624377559,67.79459838863154,131.58189349901943,74.61617191026545,184.30374908447266,184.30374908447266,26.410275577117357,27.573628475745913,26.22238060273508,26.4532527923584,797295000,0.20297502030066994,0.13316026361284763,0.0698147566878223,100.0,108.16084820982027,75.33465166353193,25.12224555015564,25.12224555015564,306.30999755859375,306.45001220703125,293.5400085449219,293.8999938964844,5808000,0.049109316630449484,0.38150885513756344,-0.33239953850711396,44.430752256104284,-43.888584229496686,16.173989347278347,301.3275032043457,301.3275032043457,2023-03-22
157.24425391701376,159.93709883089704,156.10572637477364,157.34324645996094,67622100,0.5589132698254673,0.3681054257232697,0.1908078441021976,80.4390401089677,99.8449790392636,93.51352020303118,154.03988647460938,154.03988647460938,273.5886339778971,276.65978312746574,270.8915404370223,273.3130187988281,36610900,1.1042774685838026,0.8971511690517118,0.20712629953209083,76.7569586165579,75.58954692836649,63.08865522849023,265.96328904893664,265.96328904893664,104.56010268824097,105.79420800627038,103.96295911766454,105.0975341796875,40797800,0.9140823898946877,0.6112124831620541,0.3028699067326336,87.54485918632106,95.45622232377089,96.88151699253432,99.32955339219835,99.32955339219835,100.43000030517578,101.05999755859375,97.62000274658203,98.70999908447266,57559300,0.3278852276844333,0.2887586937878895,0.0391265338965438,67.61008891324659,53.89447714812137,56.21104157026209,97.58110978868272,97.58110978868272,202.068117057304,207.08894655351733,201.38074032383352,203.5026397705078,27389700,0.9216922865906554,0.688915192400082,0.23277709419057335,73.39875803779573,99.46689466028391,84.43639189463087,196.7229749891493,196.7229749891493,195.25999450683594,199.30999755859375,188.64999389648438,192.22000122070312,144193900,1.2066363642515228,0.7002477333993042,0.5063886308522185,68.79527019021026,92.9414461012077,59.6300534141611,185.18333265516492,185.18333265516492,27.099893948153998,27.483680798717256,26.67513147905543,27.175851821899414,564889000,0.25532128539897414,0.16138006568939708,0.09394121970957706,100.0,107.19600993483388,75.33465166353194,25.35042402479384,25.35042402479384,304.67999267578125,322.7799987792969,304.1400146484375,320.3699951171875,15653300,0.9745921799784583,0.5185140454773571,0.45607813450110113,71.11886695554293,160.41983024778784,47.0018195106904,303.4433356391059,303.4433356391059,2023-03-23
157.27394850099208,158.73916800835937,156.27403774029648,158.6500701904297,59196500,0.6634057177595878,0.43426983329783236,0.22913588446175542,82.84962696398308,87.31290194334359,93.51352020303119,154.50090484619142,154.50090484619142,272.8996370155353,276.2365790138879,270.9703303661151,276.1775207519531,28172000,1.3632561540601955,1.0015857430508595,0.36167041100933606,78.90638860704817,76.87810572708901,63.08865522849022,266.9847122192383,266.9847122192383,104.49043770663731,104.98805862211833,103.34590808241246,104.93830108642578,30393300,0.9852244643968362,0.6950128783243601,0.2902115860724761,86.48997919426381,77.9927306774348,87.83933499106388,99.89042816162109,99.89042816162109,98.06999969482422,98.30000305175781,96.4000015258789,98.12999725341797,56095400,0.27635500288860726,0.28597954699318173,-0.009624544104574473,63.99058422721681,10.811514970254722,41.09797267264816,97.63599853515625,97.63599853515625,204.39920036058615,206.7900765166797,202.7754135020258,205.22604370117188,27716400,1.138178199758812,0.7895761857302239,0.34860201402858815,74.77106376658952,96.67522762360205,84.43639189463087,197.57328186035156,197.57328186035156,191.64999389648438,192.36000061035156,187.14999389648438,190.41000366210938,116312400,1.1911941477144126,0.810248229606128,0.3809459181082846,65.1098616574561,51.047199311972705,50.893096885730884,185.70599975585938,185.70599975585938,27.015940460080916,27.151864370667408,26.34031648260236,26.764080047607422,454920000,0.2675295925342773,0.18516372167422712,0.0823658708600502,87.73115119111215,77.69603247452328,63.05604792117078,25.491789627075196,25.491789627075196,320.6300048828125,331.8299865722656,320.6300048828125,328.3900146484375,12991700,2.030031627985295,0.8571817274343837,1.1728499005509114,75.03160016241783,196.97964594658373,56.230176342488534,305.93800354003906,305.93800354003906,2023-03-24
