date,open,high,low,close,volume,ticker,vix,sma_5,sma_10,sma_20,sma_50,ema_5,ema_10,ema_20,ema_50,rsi_14,macd_line,macd_signal,macd_hist,bb_middle_20,bb_upper_20,bb_lower_20,bb_pct_b_20,atr_14,adx_14,pdi_14,ndi_14,cci_20,stoch_k_14,stoch_d_14_3,obv,mfi_14,roc_12,williams_r_14,vwap,tenkan_sen,kijun_sen,senkou_span_a,senkou_span_b,chikou_span,keltner_middle,keltner_upper,keltner_lower
2016-01-04,-1.2094582043871267,-1.2044127658275665,-1.2077531175121323,-1.2005417171194792,2.829133180720249,AAPL,0.30294330653161383,,,,,-1.1995088770508906,-1.1982968195955532,-1.196033337991182,-1.1894105516216715,,-0.29521738612207,-0.31754893146230506,0.003423741354725931,,,,,,,,,,,,,,,,-1.2042911275528536,,,,,-1.2538277818474532,-1.196033337991182,-1.191825592275804,-1.1996489299739999
2016-01-05,-1.198866881091502,-1.2028102265097522,-1.2063564360885983,-1.2094384332267825,2.0142035300731216,AAPL,0.12057826894560152,,,,,-1.2024781575307464,-1.1999193355916773,-1.1968865124900792,-1.1897660811962052,,-0.317024889974066,-0.32222301354736493,-0.05110883919245075,,,,,,,,,,,,-2.0941290113839113,,,,-1.206257822782221,,,,,-1.255764870657739,-1.1968865124900792,-1.1925597719637442,-1.200631362368829
2016-01-06,-1.2163729114812936,-1.214428351141565,-1.2150086697717597,-1.2162122065671856,2.884660330902641,AAPL,0.28819311797393266,,,,,-1.206718425829122,-1.2024821983822005,-1.1983080214721615,-1.1903783612074847,,-0.350465799345684,-0.3331297916672189,-0.12382579031957755,,,,,,,,,,,,-2.205378371091078,,,,-1.2152825113128354,,,,,-1.254779371240061,-1.1983080214721615,-1.1945619689325733,-1.2014175249511105
2016-01-07,-1.222714220529104,-1.2219067119684732,-1.2267266010222253,-1.2305347259448247,3.753096713148792,AAPL,0.8781973354016659,,,,,-1.2143254145847204,-1.2071911192020786,-1.2009676451304758,-1.1915389851562128,,-0.41114348604544876,-0.35486048474753396,-0.2501085563633764,,,,,,,,,,,,-2.337163979014208,,,,-1.2264425174303777,,,,,-1.2457737234559274,-1.2009676451304758,-1.1959435802450622,-1.205470714807678
2016-01-08,-1.2231525821379066,-1.2253118721086942,-1.2256023772458093,-1.2288159042924072,3.045510389958219,AAPL,1.14906299281384,-1.2183690546740076,,,,-1.2188230834095448,-1.2107304068683225,-1.203209140276243,-1.1925854070815545,,-0.45314873785416376,-0.3812481785114529,-0.30444184796273366,,,,,,,,,,,,-2.2221109362672147,,,,-1.2266446846708734,,,,,-1.2407440118633961,-1.203209140276243,-1.1990387212918774,-1.2067780885854122
2016-01-11,-1.2217359891169168,-1.2254788743740683,-1.2236267753610939,-1.2235250827019724,1.5983271661575718,AAPL,0.7856738671252376,-1.2229719654893012,,,,-1.2200557167073753,-1.212661287541028,-1.2047297821396152,-1.1933793616320152,,-0.4712902613884873,-0.4062466726338849,-0.28823403646801465,,,,,,,,,,,,-2.141279990274252,,,,-1.2242846515802357,,,,,-1.247065096998905,-1.2047297821396152,-1.2019328062338905,-1.2067975178521173
2016-01-12,-1.2164064874203624,-1.2200369340935113,-1.2185171051863493,-1.2187058588603636,1.558111215307651,AAPL,0.5402857383781592,-1.2248279658007277,,,,-1.219269055480949,-1.213362205296635,-1.205643448547583,-1.1939495954254817,,-0.4716843643948182,-0.4263299374710342,-0.2308879881895129,,,,,,,,,,,,-2.06140004629569,,,,-1.219159703771857,,,,,-1.2478127418121603,-1.205643448547583,-1.2039132992419166,-1.2065453313817809
2016-01-13,-1.2171823133005908,-1.2183676937980663,-1.223762895818663,-1.2273667618876467,2.4711067611407604,AAPL,0.9090384062404878,-1.2270619042176258,,,,-1.2216351924885276,-1.2155151936451007,-1.2073006596770706,-1.1948435731479914,,-0.49121159704878414,-0.44658189255738884,-0.2328560996678542,,,,,,,,,,,,-2.162869946122029,,,,-1.223216858156826,,,,,-1.2449579736343375,-1.2073006596770706,-1.2043608316185315,-1.2095223012801521
2016-01-14,-1.2251426963733314,-1.2207381104190247,-1.2290768996251513,-1.2201887537879028,2.5213079779826386,AAPL,0.7387419140052748,-1.2249899018833768,,,,-1.2208169557636421,-1.2159676585765944,-1.2081116867992814,-1.1954156461633323,,-0.4866825274355932,-0.46181272456632133,-0.1742745870470066,,,,,,,,,,,,-2.060212918866572,,,,-1.2233742745659146,-1.217830624679624,,,,-1.2524004262543613,-1.2081116867992814,-1.2032010809097804,-1.2124849931270767
2016-01-15,-1.23107919387124,-1.2299858173389606,-1.2303712927770643,-1.2282430205640305,3.6664729844298494,AAPL,1.150403942297262,-1.2248751696567242,-1.223417628957114,,,-1.2229595774892403,-1.217806733596675,-1.2096178587995896,-1.1962871486513145,,-0.5006946761857333,-0.47700066527962887,-0.1737741737057623,,,,,,,,,,,,-2.189950102252532,,,,-1.2296004551888267,-1.2184735264585922,,,,-1.2476087687369886,-1.2096178587995896,-1.203744192709367,-1.2150417101692186
2016-01-19,-1.223624833212436,-1.226847620291159,-1.229894426463857,-1.229826917358976,1.8284281029839378,AAPL,1.0203346557649011,-1.2261372469097185,-1.2263561605922821,,,-1.224916617791602,-1.219600290494138,-1.2111324778869812,-1.1971877700777993,,-0.5132136591392065,-0.491834257268373,-0.16963998221909238,,,,,,,,,,,,-2.276222333352839,,,,-1.2289149121810807,-1.2243612916656859,,,,-1.245365919784681,-1.2111324778869812,-1.2056520790066514,-1.2161255928674874
2016-01-20,-1.234789514236488,-1.228383326162371,-1.2369796462572828,-1.2293888164319986,3.1510944413693918,AAPL,1.2268362725325872,-1.2282767377849477,-1.2283580192684334,,,-1.2260750950692987,-1.2209878485940457,-1.212460834671795,-1.1980355656767017,,-0.5194638243508195,-0.5050407516358925,-0.15065661169353703,,,,,,,,,,,,-2.158672504045823,,,,-1.2316234115686318,-1.2296398989032293,,,,-1.244856158071668,-1.212460834671795,-1.2053844808694232,-1.2191958383772463
2016-01-21,-1.228178323738202,-1.2294181984905292,-1.2318018815608678,-1.2310400193940005,1.7647780454357551,AAPL,1.1061536323841812,-1.2290123862104434,-1.2298458696746324,,,-1.2273985025175038,-1.2224242573480337,-1.2138210278318788,-1.1989160995775552,,-0.5258525676621308,-0.5169752698575394,-0.1358164483488249,,,,,,,,,,,,-2.243439577822586,,-1.6822853822555746,,-1.2308141434840338,-1.2296398989032293,,,,-1.245603717397465,-1.2138210278318788,-1.2075892961115209,-1.219632487230788
